"musician","album","label","edit","crow","core","thou"
"Moholo, Louis","Spirits Rejoice / Bra Louis","Ogun",8,"No","No","Yes"
"Mole, Miff","Slippin' Around","Frog",4,"No","Yes","Yes"
"Mole, Miff","Slippin' Around - Again","Frog",5,"No","No","No"
"Moller, Lars","Pyramid","Stunt",3,"No","No","No"
"Molvaer, Nils Petter","Khmer","ECM",7,"No","No","No"
"Momin, Ravish","Miren A Longing","Clean Feed",9,"No","No","Yes"
"Moncur III, Grachan","Evolution","Blue Note",1,"No","No","Yes"
"Monder, Ben","Excavation","Arabesque",8,"No","No","No"
"Monk, Thelonious","Genius Vol. 1","Blue Note",1,"Yes","No","Yes"
"Monk, Thelonious","Genius Vol 2","Blue Note",1,"No","No","Yes"
"Monk, Thelonious","Complete BN","Blue Note",4,"Yes","Yes","No"
"Monk, Thelonious","Best of BN Years","Blue Note",4,"No","No","No"
"Monk, Thelonious","TM Trio/Blue Monk: Vol. 2","Prestige",1,"No","No","No"
"Monk, Thelonious","Complete Prestige","Prestige",6,"No","No","No"
"Monk, Thelonious","Brilliant Corners","OJC",1,"No","Yes","Yes"
"Monk, Thelonious","Thelonious Himself","OJC",1,"No","No","No"
"Monk, Thelonious","TM With John Coltrane","OJC",1,"No","No","No"
"Monk, Thelonious","Monk's Music","OJC",1,"No","No","No"
"Monk, Thelonious","Live At The 5 Spot ()","Blue Note",2,"No","No","No"
"Monk, Thelonious","Alone In San Francisco","OJC",1,"No","No","No"
"Monk, Thelonious","Alone: Complete 62-68","Columbia",4,"No","No","No"
"Monk, Thelonious","Complete Riverside","Riverside",1,"Yes","No","No"
"Monk, Thelonious","Live At The It Club","Columbia",5,"No","No","No"
"Monk, Thelonious","Columbia Years 62-68","Columbia",6,"No","No","No"
"Monk, Thelonious","Underground","Columbia",7,"No","No","Yes"
"Monk, Thelonious","Monk In Paris: Olympia","Thelonious",7,"No","No","No"
"Monk, Thelonious","With Coltrane at Carnegie","Blue Note",8,"Yes","No","No"
"Monk, T.S.","Monk On Monk","N2K",5,"No","No","Yes"
"Monterose, JR","Straight Ahead","Xanadu",2,"No","No","No"
"Monterose, JR","JR M","Blue Note",10,"No","No","Yes"
"Montgomery, Wes","Incredible Jazz Guitar","OJC",1,"No","Yes","Yes"
"Montgomery, Wes","Complete Riverside","Riverside",3,"No","No","No"
"Montgomery, Wes","Impressions","Verve",3,"No","No","No"
"Montgomery, Wes","Complete Live In Paris","Definitive",7,"No","No","No"
"Montoliu, Tete","Catalonian Fire","Steeplechase",10,"No","No","Yes"
"Moody, James","Mainly Mancini","Warner Bros",4,"No","No","No"
"Moody, James","Fly Me To The Moon","Lonehill",9,"No","No","No"
"Moody, James","Moody's Mood For Blues","OJC",10,"No","No","Yes"
"Moondoc, Jemeel","New World Pygmies","Eremite",5,"No","No","No"
"Moore, Brew","I Should Care","Steeplechase",10,"No","No","Yes"
"Moore, Michael (b)","History of Jazz V2","Arbors",8,"No","No","No"
"Moore, Michael","Home Game","Ramboy",4,"No","No","No"
"Moore, Michael","Chicoutimi","Ramboy",4,"No","No","Yes"
"Moore, Michael","Bering","Ramboy",5,"No","No","No"
"Moore, Michael","Floater","Ramboy",8,"No","No","No"
"Moore, Michael","Osiris","Ramboy",8,"No","No","No"
"Moore, Ralph","Rejuvenate!","Criss Cross",1,"No","No","No"
"Moran, Jason","Black Stars","Blue Note",6,"No","No","Yes"
"Moran, Jason","Presents Bandwagon","Blue Note",7,"No","No","No"
"Morgan, Frank","Reflections","Contemporary",1,"No","No","Yes"
"Morgan, Frank","Major Changes","Contemporary",6,"No","No","No"
"Morgan, Frank","Gene Norman Presents FM","Fresh Sound",10,"No","No","Yes"
"Morgan, Lanny","Suite for Yardbird","Fresh Sound",8,"No","No","No"
"Morgan, Lee","Sidewinder","Blue Note",2,"Yes","Yes","Yes"
"Morgan, Lee","Search For The New Land","Blue Note",4,"No","No","Yes"
"Morgan, Lee","Live At Lighthouse","Blue Note",5,"No","No","No"
"Morris, Joe","No Vertigo","Leo",3,"No","No","Yes"
"Morris, Joe","A Cloud Of Black Birds","AUM",10,"No","No","Yes"
"Morris, L Butch","Current Trends In Racism","Sound",1,"No","No","No"
"Morton, Jelly Roll","1923-24 Solos","Fountain",1,"Yes","No","No"
"Morton, Jelly Roll","JRM 1923-24","Classics",1,"No","No","No"
"Morton, Jelly Roll","Piano Solos","Retrieval",3,"No","No","No"
"Morton, Jelly Roll","Complete JRM 1926-30","RCA Bluebird",1,"No","No","No"
"Morton, Jelly Roll","JRM Vol.1","JSP",1,"Yes","No","No"
"Morton, Jelly Roll","JRM Vol 2, 3, 4, 5","JSP",1,"No","No","No"
"Morton, Jelly Roll","JRM Box V1-5","JSP",6,"Yes","No","No"
"Morton, Jelly Roll","JRM V1 26-7 'Doctor Jazz'","Black & Blue",1,"No","No","No"
"Morton, Jelly Roll","JRM V2 28-39","Black & Blue",1,"No","No","No"
"Morton, Jelly Roll","JRM 1926-28","Classics",1,"No","No","Yes"
"Morton, Jelly Roll","JRM 28-29","Classics",1,"No","No","No"
"Morton, Jelly Roll","Congress Vol. 7,8","CJM",1,"No","No","No"
"Morton, Jelly Roll","Kansas City Stomp","Rounder",2,"No","No","No"
"Morton, Jelly Roll","The Pearls","Rounder",2,"No","No","No"
"Morton, Jelly Roll","Winin' Boy Blues","Rounder",2,"No","No","No"
"Morton, Jelly Roll","Complete Library of Congress","Rounder",8,"No","No","Yes"
"Morton, Jelly Roll","Piano Rolls","Nonesuch",10,"No","No","Yes"
"Mosca, Sal","A Concert","Jazz  ",10,"No","No","Yes"
"Moss, David","Full House","Moers",1,"No","No","No"
"Moten, Benny","Basie Beginnings 1929-32","Bluebird",1,"No","No","No"
"Moten, Benny","Bennie Moten 1930-32","Classics",1,"No","No","No"
"Moten, Benny","Band Box Shuffle 29-32","Hep",6,"No","Yes","Yes"
"Motian, Paul","Misterioso","Soul Note",1,"No","No","No"
"Motian, Paul","Bill Evans","JMT",1,"No","No","No"
"Motian, Paul","Tribute","ECM",2,"No","No","Yes"
"Motian, Paul","Trioism","JMT",2,"No","No","No"
"Motian, Paul","Dance","ECM",3,"No","No","No"
"Motian, Paul","You Took The Words","JMT",3,"No","No","No"
"Motian, Paul","Sound Of Love","Winter",4,"No","Yes","No"
"Motian, Paul","Flight of Blue Jay","Winter",4,"No","No","No"
"Motian, Paul","Monk & Powell","Winter",5,"No","No","No"
"Mujician","Colours Fulfilled","Cuneiform",4,"No","No","No"
"Mujician","Bristol Concert","What Jazz",5,"No","No","No"
"Mujician","There's No Going Back","Cuneiform",9,"No","No","No"
"Mulligan, Gerry","California Concerts 1","Pacific Jazz",1,"No","No","No"
"Mulligan, Gerry","Compact Jazz: GM","Mercury",1,"No","No","No"
"Mulligan, Gerry","At Storyville","Pacific Jazz",1,"No","No","No"
"Mulligan, Gerry","What Is There To Say","Columbia",2,"No","No","Yes"
"Mulligan, Gerry","Jeru","Columbia",2,"No","No","No"
"Mulligan, Gerry","The Age Of Steam","A&M",1,"No","No","Yes"
"Mulligan, Gerry","Original Quartet","Blue Note",5,"No","Yes","Yes"
"Mulligan, Gerry","La Menace","Proper",9,"No","No","No"
"Mulligan, Gerry","Jeru","Proper",9,"No","No","No"
"Murphy, Mark","Bop For Kerouac","Muse",10,"No","No","Yes"
"Murphy, Mark","Crazy Rhythm : Debut","Decca",10,"No","No","Yes"
"Murphy, Turk","TM's Jazz Band Favorites","Good Time",10,"No","No","Yes"
"Murray, David","Sweet Lovely","Black Saint",1,"No","No","No"
"Murray, David","Ming","Black Saint",1,"No","Yes","Yes"
"Murray, David","Home","Black Saint",,"No","Yes","No"
"Murray, David","The Hill","Black Saint",1,"No","No","No"
"Murray, David","Deep River","DIW",1,"No","No","No"
"Murray, David","Ballads","DIW",1,"No","No","No"
"Murray, David","Special Quartet","DIW",1,"No","No","No"
"Murray, David","Ballads For Bass Clarinet","DIW",2,"No","No","No"
"Murray, David","Fast Life","DIW",2,"No","No","No"
"Murray, David","Real Deal","DIW",2,"No","No","No"
"Murray, David","Tenors","DIW",2,"No","No","No"
"Murray, David","Body And Soul","Black Saint",2,"No","No","No"
"Murray, David","Remembrances","DIW",4,"No","No","No"
"Murray, David","DM/ James Newton Quintet","DIW",4,"No","No","No"
"Murray, David","Dark Star","Astor Place",4,"No","No","Yes"
"Murray, David","Long Goodbye","DIW",4,"No","No","No"
"Murray, David","Flowers For Albert","IndiaNav",5,"No","No","No"
"Murray, David","Lovers","DIW",5,"No","No","No"
"Murray, David","For Aunt Louise","DIW",5,"No","No","No"
"Murray, David","Now Is Another Time","Justin Time",7,"No","No","No"
"Murray, David","Sacred Ground","Justin Time",9,"No","No","No"
"Murray, Sunny","We Are Not At The Opera","Eremite",5,"No","No","No"
"Murray, Sunny","Sunshine & An Even Break","Fuel",10,"No","No","Yes"
"Musillami, Michael","Glass Art","Evidence",2,"No","No","No"
"Musillami, Michael","The Treatment","Playscape",9,"No","No","Yes"
"Muthspiel, C.","Indirect View Of Beauty","Amadeo",2,"No","No","No"
"Muthspiel, C.","with Peacock & Motian","Amadeo",2,"No","No","No"
"Muthspiel, Wolfgang","Work In Progress 89-98","Emarcy",5,"No","No","No"
"Myers, Amina C.","Jumping In Sugar Bowl","Minor",2,"No","No","No"
"Myers, Amina C.","Salutes Bessie Smith","Leo",5,"No","No","Yes"
"Nabatov, Simon","Tough Customer","Enja",2,"No","No","No"
"Nabatov, Simon","Perpetuum Immobile","Leo",8,"No","No","No"
"Nabatov, Simon","Few Incidences","Leo",8,"No","No","No"
"Nabatov, Simon","Around Brazil","ACT",9,"No","No","No"
"Nabatov, Simon","Steady Now","Leo",9,"No","No","No"
"Nabatov, Simon","Jazz Limbo","Leo",9,"No","No","No"
"Nagl, Max","Lunatic Fringe","Extra Platte",3,"No","No","No"
"Nagl, Max","Daily Bullet","Leo Lab",4,"No","No","No"
"Namyslowski, Z.","Polish Jazz Vol. 4","Nagrania",2,"No","No","No"
"Namyslowski, Z.","Winobranie","Power Bros",3,"No","No","No"
"Nash, Paul","Jazz Cycles","MNMP",9,"No","No","No"
"Nash, Ted","La Espada De la Noche","Palmetto",8,"No","No","No"
"Navarro, Fats","Fabulous FN:1","Blue Note",1,"Yes","No","No"
"Navarro, Fats","Fabulous FN: 2","Blue Note",1,"No","No","No"
"Navarro, Fats","Complete Blue Note/Capitol","Blue Note",3,"No","Yes","Yes"
"Navarro, Fats","FN Story","Proper",6,"No","No","No"
"Nelson, Oliver","Blues And Abstract Truth","MCA",1,"No","No","Yes"
"Nelson-Raney, Steve","Audiotrope/Feedback","Utech",8,"No","No","No"
"Newborn, Phineas","The Newborn Touch","OJC",1,"No","No","No"
"Newborn, Phineas","Here Is Phineas","Koch",10,"No","No","Yes"
"Newman, David 'FH'","Fathead","Atlantic",10,"No","No","Yes"
"Newman, Joe","The Count's Men","Fresh Sound",1,"No","No","Yes"
"NO Classic Jazz Orch","Blowin' Off Steam","Stomp Off",3,"No","No","No"
"New Orleans Rhythm","NORK","Milestone",2,"No","No","No"
"New Orleans Rhythm","NORK V1 2","Village",1,"No","No","No"
"New Orleans Rhythm","Complete 1922-25","Retrieval",7,"Yes","No","Yes"
"Newsome, Sam","Monk Abstractions","Newsome",10,"No","No","Yes"
"Newton, David","Twelfth of Twelfth","Candid",4,"No","No","No"
"Newton, James","Axum","ECM",1,"No","No","Yes"
"Newton, James","The African Flower","Blue Note",1,"No","No","No"
"New Winds","Potion","Victo",5,"No","No","No"
"New York Unit","Now's The Time","Paddle Wheel",2,"No","No","No"
"Nicholas, Albert","New Orleans â€“ Chicago","Delmark",10,"No","No","Yes"
"Nicholas, Wooden Joe","WJN","American",10,"No","No","Yes"
"Nichols, Herbie","The Bethelehem Sessions","Affinity",1,"No","No","No"
"Nichols, Herbie","Art Of HN","Blue Note",2,"No","No","No"
"Nichols, Herbie","Complete BN","Blue Note",4,"No","No","Yes"
"Nichols, Herbie","Complete Studio Master","Lonehill",9,"No","No","No"
"Nichols, Keith","Henderson Stomp","Stomp Off",3,"No","No","Yes"
"Nichols, Keith","Harlem's Arabian Nights","Stomp Off",4,"No","No","No"
"Nichols, Red","Red Heads 1925-1927","Classics",10,"No","No","Yes"
"Nicolai, Giancarlo","Capo I Greco Elle","Leo",3,"No","No","No"
"Niehaus, Lennie","Quintets & Strings","OJC",10,"No","No","Yes"
"Niehaus, Lennie","The Octet #2: Vol. 3","OJC",1,"No","No","No"
"Niggli, Lucas","Celebrate Diversity","Intakt",9,"No","No","No"
"Nilssen-Love, Paal","I Love It When You Snore","Smalltown",7,"No","No","No"
"Nistico, Sal","Heavyweights","Milestone",8,"No","No","No"
"Nix, Bern","Alarms And Excursions","New World",2,"No","No","No"
"Noble, Steve","Ya Boo, Reel And Rumble","Incus",1,"No","No","No"
"Noble, Steve","Obliquity","Bo'Weavil",9,"No","No","Yes"
"Noone, Jimmie","JN 1928-1929","Classics",10,"No","No","Yes"
"Norby, Caecilie","CN","Blue Note",3,"No","No","No"
"Norris, Walter","Drifting","Enja",1,"No","No","No"
"Norris, Walter","Sunburst","Concord",2,"No","No","No"
"Norris, Walter","Hues Of Blues","Concord",5,"No","No","No"
"Norris, Walter","From Another Star","Sunburst",5,"No","No","No"
"Norton, Kevin","Knots","Music & Arts",5,"No","No","No"
"Norton, Kevin","Time-Space Modulator","Barking Hoop",8,"No","No","Yes"
"Norton, Kevin","Born In Brooklyn","Barking Hoop",9,"No","No","No"
"Norvo, Red","Move","Savoy",2,"No","No","No"
"Norvo, Red","Music To Listen to RN By","OJC",10,"No","No","Yes"
"The Number","Making Of Quiet Things","Slam",9,"No","No","No"
"Occhipinti, Giorgio","The Kaos Legend","Leo",3,"No","No","No"
"Ochs, Larry","Stone Shift","Rogueart",10,"No","No","Yes"
"O'Day, Anita","Tea For Two","Moon",1,"No","No","No"
"O'Day, Anita","Let Me Off Uptown","Columbia",5,"No","No","No"
"O'Day, Anita","Big Band Years","President",5,"No","No","No"
"O'Day, Anita","AO Finest Hour","Verve",7,"No","No","No"
"O'Day, Anita","Complete 49-50","Baldwin",8,"No","No","No"
"O'Day, Anita","Finest Hour","Verve",8,"No","No","No"
"O'Day, Anita","Young AO","Proper",8,"No","No","No"
"O'Day, Anita","Anita Sings The Most","Verve",10,"No","No","Yes"
"O'Farrell, Chico","Cuban Blues","Verve",10,"No","No","Yes"
"O'Leary, Mark","Levitation","Leo",8,"No","No","No"
"O'Leary, Mark","Waiting","Leo",9,"No","No","No"
"Oliver, Joe 'King'","KO V1 1923-29","BBC",1,"Yes","No","No"
"Oliver, Joe 'King'","KO 1923","Classics",2,"No","No","No"
"Oliver, Joe 'King'","Complete Creole Jazz Band","Retrieval",5,"Yes","Yes","Yes"
"Oregon","Another Present Era","Vanguard",1,"No","No","Yes"
"Oregon","Distant Hills","Vanguard",1,"No","No","No"
"Original Dixieland","The 75th Anniversary  ( )","RCA Bluebird",1,"No","No","No"
"Original Dixieland","Original DJB","Timeless",2,"No","Yes","Yes"
"Original Indiana Five","OIF Vol 1","Jazz Oracle",10,"No","No","Yes"
"Original Memphis Five","OMF 1923-1931","Retrieval",10,"No","No","Yes"
"Orsted-Pederson, N.","Double Bass","Steeplechase",1,"No","No","No"
"Orsted-Pederson, N.","Live At Montmartre:1","Steeplechase",1,"No","No","No"
"Orsted-Pederson, N.","Dancing On The Tables","Steeplechase",1,"No","No","No"
"Orsted-Pederson, N.","The Viking","Pablo",1,"No","No","No"
"Orsted-Pederson, N.","Those Who Were","Verve",4,"No","No","No"
"Orsted-Pederson, N.","Bassic Trio","Steeplechase",7,"No","No","No"
"Orsted-Pederson, N.","Unforgettable NHOP Trio","ACT",9,"No","No","No"
"Ortega, Anthony","Afternoon In Paris","hatology",9,"No","No","No"
"Ory, Kid","CreoleJazzBand(12022)","Good Time",1,"No","No","No"
"Ory, Kid","Creole Trombone","ASV",4,"No","No","Yes"
"Ory, Kid","Creole Jazz Band","GHB",4,"No","No","No"
"Osborne, Mike","All Night Long","Ogun",1,"No","No","Yes"
"Osborne, Mike","Outback","FMR",2,"No","No","No"
"Osborne, Mike","Shapes","FMR",6,"No","No","No"
"Osborne, Mike","Border Crossing","Ogun",9,"No","No","No"
"Osby, Greg","Banned In New York","Blue Note",5,"No","Yes","Yes"
"Osby, Greg","New Directions","Blue Note",5,"No","No","No"
"Osby, Greg","Channel 3","Blue Note",8,"No","No","No"
"Oslo 13","Off-Balance","Odin",1,"No","No","No"
"Oxley, Tony","Quartet","Incus",2,"No","No","No"
"Oxley, Tony","Baptised Traveller","Columbia",5,"Yes","No","Yes"
"Oxley, Tony","Alan Davie Music Workshop","ADMW",9,"No","No","No"
"Page, Hot Lips","HLP 1940-1944","Classics",10,"No","No","Yes"
"Pago Libre","Stepping Out","Leo",9,"No","No","No"
"Pago Libre","Shooting Stars","Leo",10,"No","No","Yes"
"Paich, Marty","Picasso Of Big Band Jazz","Candid",10,"No","No","Yes"
"Palmer, Jeff","Ease On","Audioquest",7,"No","No","No"
"Palmer, Jeff","Island Universe","Soul Note",7,"No","No","No"
"Parenti, Tony","TP & His New Orleanians","Jazzology",3,"No","No","Yes"
"Parham, Tiny","TP 1926-1929","Classics",10,"No","No","Yes"
"Parham, Tiny","TP 28-30","Timeless",4,"No","No","No"
"Parker, Charlie","Complete Benedetti","Mosaic",1,"No","No","No"
"Parker, Charlie","The CP Story","Savoy",1,"Yes","No","No"
"Parker, Charlie","CP Memorial: V. 1, 2","Savoy",1,"Yes","No","No"
"Parker, Charlie","The Genius Of CP","Savoy",1,"No","No","No"
"Parker, Charlie","Studio Savoy & Dial","Savoy",6,"Yes","No","Yes"
"Parker, Charlie","Dial: 1, 4, 5","Spotlite",1,"Yes","No","No"
"Parker, Charlie","Dial:2, 3, 6","Spotlite",1,"No","No","No"
"Parker, Charlie","Great Sessions","Jazz Anth",1,"No","No","No"
"Parker, Charlie","Bird Blows The Blues","Dial",1,"No","No","No"
"Parker, Charlie","Alternate Masters: Vol 1","Dial",1,"No","No","No"
"Parker, Charlie","Dial Masters V.1","Stash",1,"Yes","No","No"
"Parker, Charlie","Dial Masters V. 2","Stash",1,"No","No","No"
"Parker, Charlie","CP on Dial: Complete","Spotlite",2,"No","Yes","No"
"Parker, Charlie","The CP Anthology","Accord",1,"No","No","No"
"Parker, Charlie","Complete CP On Verve","Verve",1,"No","No","No"
"Parker, Charlie","Bird At The Roost:1-4","Savoy/Vogue",1,"No","No","No"
"Parker, Charlie","Jazz at Massey Hall","OJC",1,"No","Yes","Yes"
"Parker, Charlie","CP At Storyville","Blue Note",1,"No","No","No"
"Parker, Charlie","CP","Verve",4,"No","Yes","No"
"Parker, Charlie","Confirmation","Verve",3,"No","No","No"
"Parker, Charlie","Bird's Best Bop","Verve",3,"No","No","No"
"Parker, Charlie","Swedish Schnapps","Verve",3,"No","No","No"
"Parker, Charlie","Jazz Masters","Verve",2,"No","No","No"
"Parker, Charlie","Bird: Original","Verve",2,"No","No","No"
"Parker, Charlie","Now's The Time","Verve",2,"No","No","No"
"Parker, Charlie","Bird Returns","Savoy",2,"No","No","No"
"Parker, Charlie","Bird & Fats","Cool & Blue",2,"No","No","No"
"Parker, Charlie","A Studio Chronicle","JSP",7,"No","No","No"
"Parker, Charlie","Cafe Society & Birdland","Ember",8,"No","No","No"
"Parker, Charlie","CP With Strings : Masters","Verve",10,"No","No","Yes"
"Parker, Evan","Atlanta","Impetus",1,"No","No","No"
"Parker, Evan","Conic Projections","Ah Um",2,"No","No","No"
"Parker, Evan","Saxophone Solos","Chronoscope",3,"No","No","No"
"Parker, Evan","Imaginary Values","Maya",3,"No","No","No"
"Parker, Evan","50th Birthday Concert","Leo",3,"Yes","No","Yes"
"Parker, Evan","Breaths & Heartbeats","Rastacan",4,"No","No","No"
"Parker, Evan","Chicago Solo","Okkadisk",4,"No","No","No"
"Parker, Evan","Towards The Margins","ECM",4,"No","No","No"
"Parker, Evan","At The Vortex 1996","Emanem",4,"No","No","No"
"Parker, Evan","Most Materiall","Matchless",4,"No","No","No"
"Parker, Evan","Corner To Corner","Ogun",2,"No","No","No"
"Parker, Evan","After Appleby","Leo",5,"No","No","No"
"Parker, Evan","Dark Rags","Potlatch",6,"No","No","No"
"Parker, Evan","At Unity Theatre","Psi",7,"No","No","No"
"Parker, Evan","From Sax and Trombone","Psi",7,"No","No","No"
"Parker, Evan","Snake Decides","Psi",7,"Yes","Yes","Yes"
"Parker, Evan","Memory/Vision","ECM",7,"No","No","No"
"Parker, Evan","Collective Calls","Psi",8,"No","No","No"
"Parker, Evan","2 Chapters & Epilogue","Matchless",8,"No","No","No"
"Parker, Evan","Bishop's Move","Victo",8,"No","No","No"
"Parker, Evan","America 2003","Psi",8,"No","No","No"
"Parker, Evan","Naan Tso","Psi",8,"No","No","No"
"Parker, Evan","Crossing The River","Psi",9,"No","No","No"
"Parker, Evan","Zafiro","Maya",9,"No","No","No"
"Parker, Evan","Glancing Blow","Clean Feed",9,"No","No","No"
"Parker, Evan","Moment's Energy","ECM",10,"No","No","Yes"
"Parker, William","Peach Orchard","AUM",5,"No","No","No"
"Parker, William","Mayor of Punkville","AUM",6,"No","No","Yes"
"Parker, William","O'Neal's Porch","AUM",6,"No","No","No"
"Parker, William","Vision V3","AUM",8,"No","No","No"
"Parker, William","For Percy Heath","Victo",9,"No","No","No"
"Parker, William","Corn Meal Dance","AUM",9,"No","No","No"
"Parker, William","Acceptance of Mystery Peace","Eremite",10,"No","No","Yes"
"Parlan, Horace","The Maestro","Steeplechase",1,"No","No","No"
"Parlan, Horace","Blue Parlan","Steeplechase",1,"No","No","Yes"
"Partisans","Max","Babel",8,"No","No","No"
"Pasqua, Alan","Milagro","Postcards",3,"No","No","No"
"Pasqua, Alan","Dedications","Postcards",3,"No","No","No"
"Pass, Joe","Virtuoso","Pablo",1,"No","Yes","Yes"
"Pass, Joe","Guitar Virtuoso","Pablo",4,"No","No","No"
"Pastorius, Jaco","Holiday For Pans","Sound Hills",2,"No","No","No"
"Pastorius, Jaco","Punk Jazz","Warner Bros",7,"No","No","No"
"Pastorius, Jaco","JP","Epic",10,"No","No","Yes"
"Patton, Big John","Along Came John","Blue Note",10,"No","No","Yes"
"Pavone, Mario","Totem Blues","Knitting",7,"No","No","No"
"Pavone, Mario","Mythos","Playscape",7,"No","No","No"
